"+0000-00-05 02:57:00.000"
"+0000-00-09 00:13:00.000"
"+0000-00-03 23:04:00.000"
"+0000-00-06 19:04:00.000"
"+0000-00-07 21:02:00.000"
"+0000-00-06 01:42:00.000"
"+0000-00-04 05:51:00.000"
"+0000-00-08 05:24:00.000"
"+0000-00-01 20:41:00.000"
"+0000-00-03 22:23:00.000"
"+0000-00-05 22:48:00.000"
"+0000-00-01 22:24:00.000"
"+0000-00-00 19:52:00.000"
"+0000-00-07 23:03:00.000"
"+0000-00-03 02:26:00.000"
"+0000-00-06 03:59:00.000"
"+0000-00-01 03:51:00.000"
"+0000-00-01 01:36:00.000"
"+0000-00-09 04:10:00.000"
"+0000-00-01 22:06:00.000"
"+0000-00-07 00:53:00.000"
"+0000-00-04 22:39:00.000"
"+0000-00-01 00:17:00.000"
"+0000-00-06 23:02:00.000"
"+0000-00-00 22:28:00.000"
"+0000-00-07 00:42:00.000"
"+0000-00-07 21:10:00.000"
"+0000-00-03 00:54:00.000"
"+0000-00-01 21:55:00.000"
"+0000-00-02 03:29:00.000"
"+0000-00-08 02:15:00.000"
"+0000-00-05 22:49:00.000"
"+0000-00-06 04:02:00.000"
"+0000-00-09 02:48:00.000"
"+0000-00-08 05:40:00.000"
"+0000-00-06 05:12:00.000"
"+0000-00-03 01:47:00.000"
"+0000-00-06 00:54:00.000"
"+0000-00-06 04:03:00.000"
"+0000-00-02 04:41:00.000"
"+0000-00-07 04:18:00.000"
"+0000-00-08 01:47:00.000"
"+0000-00-08 18:56:00.000"
"+0000-00-00 18:01:00.000"
"+0000-00-01 00:10:00.000"
"+0000-00-06 03:33:00.000"
"+0000-00-01 23:19:00.000"
"+0000-00-07 04:37:00.000"
"+0000-00-03 23:40:00.000"
"+0000-00-03 21:16:00.000"
"+0000-00-04 19:55:00.000"
"+0000-00-01 03:59:00.000"
"+0000-00-07 22:05:00.000"
"+0000-00-09 04:42:00.000"
"+0000-00-02 01:55:00.000"
"+0000-00-05 04:55:00.000"
"+0000-00-08 18:49:00.000"
"+0000-00-06 20:25:00.000"
"+0000-00-08 05:25:00.000"
"+0000-00-04 00:41:00.000"
"+0000-00-03 01:44:00.000"
"+0000-00-00 22:25:00.000"
"+0000-00-01 01:28:00.000"
"+0000-00-00 19:45:00.000"
"+0000-00-01 00:46:00.000"
"+0000-00-01 03:58:00.000"
"+0000-00-02 05:36:00.000"
"+0000-00-04 04:12:00.000"
"+0000-00-05 03:49:00.000"
"+0000-00-04 19:18:00.000"
"+0000-00-02 00:43:00.000"
"+0000-00-07 23:04:00.000"
"+0000-00-04 18:00:00.000"
"+0000-00-09 02:26:00.000"
"+0000-00-01 18:59:00.000"
"+0000-00-05 21:37:00.000"
"+0000-00-02 19:43:00.000"
"+0000-00-04 22:22:00.000"
"+0000-00-04 01:28:00.000"
"+0000-00-08 20:41:00.000"
"+0000-00-05 20:34:00.000"
"+0000-00-05 02:42:00.000"
"+0000-00-03 20:33:00.000"
"+0000-00-08 22:45:00.000"
"+0000-00-05 00:37:00.000"
"+0000-00-04 03:51:00.000"
"+0000-00-00 19:56:00.000"
"+0000-00-00 21:04:00.000"
"+0000-00-02 05:45:00.000"
"+0000-00-07 22:52:00.000"
"+0000-00-08 21:45:00.000"
"+0000-00-02 02:02:00.000"
"+0000-00-03 05:55:00.000"
"+0000-00-00 18:19:00.000"
"+0000-00-06 00:56:00.000"
"+0000-00-08 18:42:00.000"
"+0000-00-01 22:54:00.000"
"+0000-00-07 02:21:00.000"
"+0000-00-08 04:22:00.000"
"+0000-00-04 22:18:00.000"
"+0000-00-00 20:12:00.000"
"+0000-00-02 20:15:00.000"
"+0000-00-01 23:37:00.000"
"+0000-00-04 23:56:00.000"
"+0000-00-02 03:28:00.000"
"+0000-00-00 18:20:00.000"
"+0000-00-03 02:42:00.000"
"+0000-00-07 00:09:00.000"
"+0000-00-00 21:38:00.000"
"+0000-00-04 18:36:00.000"
"+0000-00-00 21:53:00.000"
"+0000-00-05 00:38:00.000"
"+0000-00-03 00:58:00.000"
"+0000-00-04 03:10:00.000"
"+0000-00-08 23:55:00.000"
"+0000-00-04 21:39:00.000"
"+0000-00-06 18:03:00.000"
"+0000-00-02 00:03:00.000"
"+0000-00-03 18:20:00.000"
"+0000-00-00 18:12:00.000"
"+0000-00-05 22:13:00.000"
"+0000-00-00 18:47:00.000"
"+0000-00-04 00:37:00.000"
"+0000-00-00 22:16:00.000"
"+0000-00-00 23:40:00.000"
"+0000-00-07 20:20:00.000"
"+0000-00-08 01:08:00.000"
"+0000-00-07 20:43:00.000"
"+0000-00-03 02:20:00.000"
"+0000-00-08 01:29:00.000"
"+0000-00-09 05:26:00.000"
"+0000-00-07 19:43:00.000"
"+0000-00-02 05:22:00.000"
"+0000-00-06 23:03:00.000"
"+0000-00-08 00:46:00.000"
"+0000-00-01 05:06:00.000"
"+0000-00-00 23:22:00.000"
"+0000-00-05 21:36:00.000"
"+0000-00-05 00:14:00.000"
"+0000-00-08 18:57:00.000"
"+0000-00-04 21:17:00.000"
"+0000-00-08 22:16:00.000"
"+0000-00-06 05:26:00.000"
"+0000-00-08 01:06:00.000"
"+0000-00-01 19:08:00.000"
"+0000-00-03 04:24:00.000"
"+0000-00-07 05:46:00.000"
"+0000-00-09 04:36:00.000"
"+0000-00-07 20:18:00.000"
"+0000-00-01 20:51:00.000"
"+0000-00-00 21:50:00.000"
"+0000-00-08 05:56:00.000"
"+0000-00-00 23:04:00.000"
"+0000-00-03 01:16:00.000"
"+0000-00-01 03:30:00.000"
"+0000-00-09 04:37:00.000"
"+0000-00-05 04:48:00.000"
"+0000-00-07 18:36:00.000"
"+0000-00-01 02:25:00.000"
"+0000-00-06 02:44:00.000"
"+0000-00-07 01:11:00.000"
"+0000-00-01 22:06:00.000"
"+0000-00-09 00:36:00.000"
"+0000-00-08 22:23:00.000"
"+0000-00-06 04:32:00.000"
"+0000-00-06 05:28:00.000"
"+0000-00-05 01:11:00.000"
"+0000-00-06 19:22:00.000"
"+0000-00-02 02:33:00.000"
"+0000-00-01 23:40:00.000"
"+0000-00-03 00:21:00.000"
"+0000-00-03 00:03:00.000"
"+0000-00-05 20:33:00.000"
"+0000-00-07 04:54:00.000"
"+0000-00-03 19:03:00.000"
"+0000-00-01 04:21:00.000"
"+0000-00-05 23:45:00.000"
"+0000-00-03 02:23:00.000"
"+0000-00-03 03:27:00.000"
"+0000-00-04 05:52:00.000"
"+0000-00-08 19:15:00.000"
"+0000-00-08 02:48:00.000"
"+0000-00-05 00:58:00.000"
"+0000-00-04 02:22:00.000"
"+0000-00-08 02:54:00.000"
"+0000-00-08 22:03:00.000"
"+0000-00-06 22:59:00.000"
"+0000-00-04 22:03:00.000"
"+0000-00-02 00:51:00.000"
"+0000-00-08 21:08:00.000"
"+0000-00-02 19:28:00.000"
"+0000-00-06 00:05:00.000"
"+0000-00-05 01:41:00.000"
"+0000-00-08 01:59:00.000"
"+0000-00-08 04:02:00.000"
"+0000-00-09 04:50:00.000"
"+0000-00-01 21:17:00.000"
"+0000-00-01 04:21:00.000"
"+0000-00-02 05:43:00.000"
"+0000-00-04 05:18:00.000"
"+0000-00-08 23:50:00.000"
"+0000-00-01 05:16:00.000"
"+0000-00-04 23:53:00.000"
"+0000-00-01 01:40:00.000"
"+0000-00-08 00:00:00.000"
"+0000-00-05 05:31:00.000"
"+0000-00-02 03:17:00.000"
"+0000-00-06 22:36:00.000"
"+0000-00-05 00:36:00.000"
"+0000-00-04 20:35:00.000"
"+0000-00-02 23:52:00.000"
"+0000-00-03 00:27:00.000"
"+0000-00-02 04:45:00.000"
"+0000-00-01 21:07:00.000"
"+0000-00-06 19:07:00.000"
"+0000-00-04 00:58:00.000"
"+0000-00-05 01:24:00.000"
"+0000-00-01 05:08:00.000"
"+0000-00-04 03:24:00.000"
"+0000-00-07 21:15:00.000"
"+0000-00-07 18:22:00.000"
"+0000-00-02 22:06:00.000"
"+0000-00-08 03:38:00.000"
"+0000-00-04 22:34:00.000"
"+0000-00-08 22:50:00.000"
"+0000-00-08 18:57:00.000"
"+0000-00-07 19:37:00.000"
"+0000-00-05 03:25:00.000"
"+0000-00-08 22:47:00.000"
"+0000-00-08 05:22:00.000"
"+0000-00-05 19:50:00.000"
"+0000-00-05 18:32:00.000"
"+0000-00-02 05:57:00.000"
"+0000-00-05 20:54:00.000"
"+0000-00-08 02:11:00.000"
"+0000-00-04 02:17:00.000"
"+0000-00-04 04:51:00.000"
"+0000-00-07 00:25:00.000"
"+0000-00-05 23:03:00.000"
"+0000-00-03 05:04:00.000"
"+0000-00-02 22:06:00.000"
"+0000-00-05 03:02:00.000"
"+0000-00-02 19:08:00.000"
"+0000-00-08 19:37:00.000"
"+0000-00-06 05:07:00.000"
"+0000-00-05 00:56:00.000"
"+0000-00-05 03:14:00.000"
"+0000-00-00 19:52:00.000"
"+0000-00-07 05:18:00.000"
"+0000-00-04 01:57:00.000"
"+0000-00-01 22:27:00.000"
"+0000-00-01 05:07:00.000"
"+0000-00-05 19:35:00.000"
"+0000-00-02 02:39:00.000"
"+0000-00-03 19:43:00.000"
"+0000-00-02 04:58:00.000"
"+0000-00-02 19:36:00.000"
"+0000-00-01 22:19:00.000"
"+0000-00-03 03:27:00.000"
"+0000-00-09 05:21:00.000"
"+0000-00-02 22:57:00.000"
"+0000-00-04 04:26:00.000"
"+0000-00-00 22:00:00.000"
"+0000-00-05 20:30:00.000"
"+0000-00-06 05:55:00.000"
"+0000-00-07 03:25:00.000"
"+0000-00-02 00:50:00.000"
"+0000-00-06 20:26:00.000"
"+0000-00-03 23:51:00.000"
"+0000-00-01 04:16:00.000"
"+0000-00-01 19:32:00.000"
"+0000-00-02 04:54:00.000"
"+0000-00-07 20:52:00.000"
"+0000-00-05 20:38:00.000"
"+0000-00-06 23:48:00.000"
"+0000-00-07 21:49:00.000"
"+0000-00-04 20:16:00.000"
"+0000-00-06 03:31:00.000"
"+0000-00-08 18:10:00.000"
"+0000-00-07 01:01:00.000"
"+0000-00-08 19:49:00.000"
"+0000-00-08 21:12:00.000"
"+0000-00-04 01:14:00.000"
"+0000-00-09 04:02:00.000"
"+0000-00-08 20:48:00.000"
"+0000-00-08 18:58:00.000"
"+0000-00-01 23:40:00.000"
"+0000-00-03 03:15:00.000"
"+0000-00-08 05:32:00.000"
"+0000-00-05 18:03:00.000"
"+0000-00-03 04:05:00.000"
"+0000-00-08 20:35:00.000"
"+0000-00-09 04:31:00.000"
"+0000-00-06 05:07:00.000"
"+0000-00-01 22:15:00.000"
"+0000-00-03 04:34:00.000"
"+0000-00-02 18:18:00.000"
"+0000-00-08 00:23:00.000"
"+0000-00-04 21:17:00.000"
"+0000-00-03 03:53:00.000"
"+0000-00-06 21:54:00.000"
"+0000-00-08 23:41:00.000"
"+0000-00-07 01:25:00.000"
"+0000-00-07 05:55:00.000"
"+0000-00-09 04:34:00.000"
"+0000-00-01 05:40:00.000"
"+0000-00-03 01:23:00.000"
"+0000-00-02 03:35:00.000"
"+0000-00-02 20:15:00.000"
"+0000-00-08 03:57:00.000"
"+0000-00-06 02:24:00.000"
"+0000-00-05 21:25:00.000"
"+0000-00-09 04:53:00.000"
"+0000-00-02 02:47:00.000"
"+0000-00-00 20:12:00.000"
"+0000-00-04 18:24:00.000"
"+0000-00-07 01:02:00.000"
"+0000-00-08 01:07:00.000"
"+0000-00-02 04:07:00.000"
"+0000-00-05 05:59:00.000"
"+0000-00-01 18:55:00.000"
"+0000-00-04 18:58:00.000"
"+0000-00-07 18:13:00.000"
"+0000-00-09 00:37:00.000"
"+0000-00-07 20:30:00.000"
"+0000-00-03 03:07:00.000"
"+0000-00-01 23:31:00.000"
"+0000-00-08 19:26:00.000"
"+0000-00-03 20:56:00.000"
"+0000-00-00 21:42:00.000"
"+0000-00-06 20:41:00.000"
"+0000-00-05 20:02:00.000"
"+0000-00-03 20:01:00.000"
"+0000-00-09 00:07:00.000"
"+0000-00-07 22:30:00.000"
"+0000-00-02 18:57:00.000"
"+0000-00-05 00:00:00.000"
"+0000-00-00 22:30:00.000"
"+0000-00-01 21:50:00.000"
"+0000-00-00 23:00:00.000"
"+0000-00-00 20:35:00.000"
"+0000-00-00 19:18:00.000"
"+0000-00-06 22:23:00.000"
"+0000-00-03 04:35:00.000"
"+0000-00-02 22:23:00.000"
"+0000-00-00 23:58:00.000"
"+0000-00-00 22:10:00.000"
"+0000-00-02 18:06:00.000"
"+0000-00-05 18:56:00.000"
"+0000-00-01 05:27:00.000"
"+0000-00-07 03:13:00.000"
"+0000-00-06 19:53:00.000"
"+0000-00-02 20:19:00.000"
"+0000-00-08 18:49:00.000"
"+0000-00-03 18:59:00.000"
"+0000-00-02 05:05:00.000"
"+0000-00-02 23:28:00.000"
"+0000-00-00 20:37:00.000"
"+0000-00-02 20:58:00.000"
"+0000-00-01 04:51:00.000"
"+0000-00-08 18:25:00.000"
"+0000-00-05 02:36:00.000"
"+0000-00-08 00:25:00.000"
"+0000-00-03 03:36:00.000"
"+0000-00-02 18:28:00.000"
"+0000-00-06 01:54:00.000"
"+0000-00-07 23:05:00.000"
"+0000-00-01 04:14:00.000"
"+0000-00-07 21:40:00.000"
"+0000-00-06 23:08:00.000"
"+0000-00-06 23:08:00.000"
"+0000-00-01 03:16:00.000"
"+0000-00-02 02:14:00.000"
"+0000-00-06 01:44:00.000"
"+0000-00-07 02:20:00.000"
"+0000-00-00 19:05:00.000"
"+0000-00-03 00:50:00.000"
"+0000-00-03 02:05:00.000"
"+0000-00-03 01:23:00.000"
"+0000-00-08 23:53:00.000"
"+0000-00-02 03:25:00.000"
"+0000-00-05 03:51:00.000"
"+0000-00-06 05:31:00.000"
"+0000-00-01 20:01:00.000"
"+0000-00-04 05:08:00.000"
"+0000-00-01 02:37:00.000"
"+0000-00-04 20:14:00.000"
"+0000-00-04 00:12:00.000"
"+0000-00-09 01:36:00.000"
"+0000-00-02 20:32:00.000"
"+0000-00-06 03:45:00.000"
"+0000-00-08 05:28:00.000"
"+0000-00-04 19:01:00.000"
"+0000-00-01 19:36:00.000"
"+0000-00-08 18:07:00.000"
"+0000-00-05 02:31:00.000"
"+0000-00-06 02:23:00.000"
"+0000-00-09 00:33:00.000"
"+0000-00-08 23:20:00.000"
"+0000-00-06 18:37:00.000"
"+0000-00-04 01:20:00.000"
"+0000-00-08 18:07:00.000"
"+0000-00-07 19:40:00.000"
"+0000-00-05 01:33:00.000"
"+0000-00-09 04:41:00.000"
"+0000-00-05 05:11:00.000"
"+0000-00-07 04:52:00.000"
"+0000-00-04 18:47:00.000"
"+0000-00-02 19:06:00.000"
"+0000-00-01 23:03:00.000"
"+0000-00-08 22:58:00.000"
"+0000-00-06 02:06:00.000"
"+0000-00-09 05:14:00.000"
"+0000-00-07 23:59:00.000"
"+0000-00-07 03:34:00.000"
"+0000-00-07 21:00:00.000"
"+0000-00-04 20:25:00.000"
"+0000-00-09 02:22:00.000"
"+0000-00-00 19:55:00.000"
"+0000-00-03 22:02:00.000"
"+0000-00-07 23:44:00.000"
"+0000-00-03 20:45:00.000"
"+0000-00-03 05:47:00.000"
"+0000-00-05 23:56:00.000"
"+0000-00-01 22:17:00.000"
"+0000-00-07 21:39:00.000"
"+0000-00-04 18:34:00.000"
"+0000-00-05 19:57:00.000"
"+0000-00-07 00:58:00.000"
"+0000-00-08 04:43:00.000"
"+0000-00-07 02:19:00.000"
"+0000-00-04 02:18:00.000"
"+0000-00-04 22:44:00.000"
"+0000-00-05 02:32:00.000"
"+0000-00-03 23:25:00.000"
"+0000-00-07 01:17:00.000"
"+0000-00-00 21:00:00.000"
"+0000-00-06 19:21:00.000"
"+0000-00-04 00:05:00.000"
"+0000-00-06 03:45:00.000"
"+0000-00-01 01:13:00.000"
"+0000-00-02 01:40:00.000"
"+0000-00-01 04:17:00.000"
"+0000-00-05 18:48:00.000"
"+0000-00-04 20:12:00.000"
"+0000-00-01 04:09:00.000"
"+0000-00-01 03:34:00.000"
"+0000-00-02 03:37:00.000"
"+0000-00-01 22:19:00.000"
"+0000-00-08 01:17:00.000"
"+0000-00-01 03:10:00.000"
"+0000-00-09 05:05:00.000"
"+0000-00-06 03:56:00.000"
"+0000-00-04 02:36:00.000"
"+0000-00-05 21:49:00.000"
"+0000-00-06 20:42:00.000"
"+0000-00-08 01:01:00.000"
"+0000-00-00 22:46:00.000"
"+0000-00-05 20:26:00.000"
"+0000-00-03 18:49:00.000"
"+0000-00-06 18:56:00.000"
"+0000-00-01 21:52:00.000"
"+0000-00-07 02:11:00.000"
"+0000-00-07 23:43:00.000"
"+0000-00-04 21:15:00.000"
"+0000-00-03 04:57:00.000"
"+0000-00-01 22:58:00.000"
"+0000-00-05 04:34:00.000"
"+0000-00-06 20:54:00.000"
"+0000-00-06 02:00:00.000"
"+0000-00-04 18:10:00.000"
"+0000-00-02 22:40:00.000"
"+0000-00-04 03:55:00.000"
"+0000-00-09 02:03:00.000"
"+0000-00-07 04:32:00.000"
"+0000-00-02 05:56:00.000"
"+0000-00-06 18:15:00.000"
"+0000-00-01 19:18:00.000"
"+0000-00-09 04:22:00.000"
"+0000-00-03 21:44:00.000"
"+0000-00-03 21:04:00.000"
"+0000-00-07 02:54:00.000"
"+0000-00-08 23:24:00.000"
"+0000-00-05 02:42:00.000"
"+0000-00-08 02:41:00.000"
"+0000-00-05 21:20:00.000"
"+0000-00-05 22:27:00.000"
"+0000-00-06 05:12:00.000"
"+0000-00-07 22:38:00.000"
"+0000-00-09 00:38:00.000"
"+0000-00-06 22:45:00.000"
"+0000-00-01 05:34:00.000"
"+0000-00-05 00:39:00.000"
"+0000-00-00 23:57:00.000"
"+0000-00-01 18:56:00.000"
"+0000-00-06 20:39:00.000"
"+0000-00-04 02:01:00.000"
"+0000-00-02 20:23:00.000"
"+0000-00-06 23:07:00.000"
"+0000-00-07 18:47:00.000"
"+0000-00-02 21:34:00.000"
"+0000-00-03 04:48:00.000"
"+0000-00-05 20:32:00.000"
"+0000-00-07 20:25:00.000"
"+0000-00-01 01:17:00.000"
"+0000-00-01 20:43:00.000"
"+0000-00-00 18:49:00.000"
"+0000-00-06 18:32:00.000"
"+0000-00-02 01:47:00.000"
"+0000-00-02 20:30:00.000"
"+0000-00-01 20:01:00.000"
"+0000-00-03 05:48:00.000"
"+0000-00-08 23:08:00.000"
"+0000-00-02 05:09:00.000"
"+0000-00-01 18:33:00.000"
"+0000-00-04 04:21:00.000"
"+0000-00-03 21:51:00.000"
"+0000-00-04 20:16:00.000"
"+0000-00-04 23:25:00.000"
"+0000-00-00 23:59:00.000"
"+0000-00-07 18:57:00.000"
"+0000-00-02 05:18:00.000"
"+0000-00-01 00:38:00.000"
"+0000-00-05 05:36:00.000"
"+0000-00-09 00:39:00.000"
"+0000-00-05 03:17:00.000"
"+0000-00-08 04:05:00.000"
"+0000-00-04 01:35:00.000"
"+0000-00-04 01:47:00.000"
"+0000-00-03 04:35:00.000"
"+0000-00-00 22:09:00.000"
"+0000-00-07 20:11:00.000"
"+0000-00-05 05:28:00.000"
"+0000-00-08 22:35:00.000"
"+0000-00-04 03:01:00.000"
"+0000-00-03 02:03:00.000"
"+0000-00-00 19:21:00.000"
"+0000-00-04 04:18:00.000"
"+0000-00-06 21:13:00.000"
"+0000-00-07 05:15:00.000"
"+0000-00-01 02:02:00.000"
"+0000-00-02 23:21:00.000"
"+0000-00-04 00:45:00.000"
"+0000-00-05 23:02:00.000"
"+0000-00-07 23:51:00.000"
"+0000-00-09 05:20:00.000"
"+0000-00-04 02:22:00.000"
"+0000-00-05 00:47:00.000"
"+0000-00-07 05:03:00.000"
"+0000-00-05 00:38:00.000"
"+0000-00-03 00:46:00.000"
"+0000-00-05 22:43:00.000"
"+0000-00-03 19:42:00.000"
"+0000-00-06 18:12:00.000"
"+0000-00-01 03:36:00.000"
"+0000-00-05 02:33:00.000"
"+0000-00-00 23:25:00.000"
"+0000-00-05 02:25:00.000"
"+0000-00-07 23:07:00.000"
"+0000-00-01 03:33:00.000"
"+0000-00-06 19:43:00.000"
"+0000-00-00 23:27:00.000"
"+0000-00-02 18:04:00.000"
"+0000-00-08 01:33:00.000"
"+0000-00-05 01:15:00.000"
"+0000-00-02 04:40:00.000"
"+0000-00-00 23:07:00.000"
"+0000-00-09 03:03:00.000"
"+0000-00-03 18:50:00.000"
"+0000-00-07 05:06:00.000"
"+0000-00-03 03:07:00.000"
"+0000-00-01 01:11:00.000"
"+0000-00-03 21:35:00.000"
"+0000-00-03 02:37:00.000"
"+0000-00-07 21:30:00.000"
"+0000-00-02 05:56:00.000"
"+0000-00-07 23:21:00.000"
"+0000-00-01 00:16:00.000"
"+0000-00-06 22:08:00.000"
"+0000-00-05 02:49:00.000"
"+0000-00-06 22:35:00.000"
"+0000-00-01 01:08:00.000"
"+0000-00-05 01:29:00.000"
"+0000-00-05 20:48:00.000"
"+0000-00-07 18:17:00.000"
"+0000-00-00 21:56:00.000"
"+0000-00-01 02:36:00.000"
"+0000-00-07 01:39:00.000"
"+0000-00-05 02:39:00.000"
"+0000-00-09 05:27:00.000"
"+0000-00-07 02:11:00.000"
"+0000-00-06 03:07:00.000"
"+0000-00-08 00:39:00.000"
"+0000-00-08 00:53:00.000"
"+0000-00-06 04:17:00.000"
"+0000-00-06 03:20:00.000"
"+0000-00-07 02:54:00.000"
"+0000-00-08 00:03:00.000"
"+0000-00-02 21:52:00.000"
"+0000-00-02 23:48:00.000"
"+0000-00-03 18:55:00.000"
"+0000-00-06 22:02:00.000"
"+0000-00-04 18:58:00.000"
"+0000-00-02 02:12:00.000"
"+0000-00-01 03:50:00.000"
"+0000-00-03 18:59:00.000"
"+0000-00-05 20:16:00.000"
"+0000-00-06 22:36:00.000"
"+0000-00-05 18:45:00.000"
"+0000-00-02 23:59:00.000"
"+0000-00-06 02:22:00.000"
"+0000-00-09 04:58:00.000"
"+0000-00-03 04:22:00.000"
"+0000-00-09 05:26:00.000"
"+0000-00-04 03:09:00.000"
"+0000-00-05 05:09:00.000"
"+0000-00-07 20:33:00.000"
"+0000-00-02 05:59:00.000"
"+0000-00-02 05:10:00.000"
"+0000-00-04 05:26:00.000"
"+0000-00-07 19:27:00.000"
"+0000-00-04 01:55:00.000"
"+0000-00-08 20:30:00.000"
"+0000-00-03 04:52:00.000"
"+0000-00-09 02:58:00.000"
"+0000-00-03 03:06:00.000"
"+0000-00-07 19:11:00.000"
"+0000-00-09 04:04:00.000"
"+0000-00-03 05:32:00.000"
"+0000-00-00 18:30:00.000"
"+0000-00-05 03:58:00.000"
"+0000-00-04 18:34:00.000"
"+0000-00-07 05:56:00.000"
